idcompra,idcanalvenda,bandeira,Data,Preço,Preço_com_frete,Nome_Departamento,estado,cliente_Log,idade,renda,Faixa de Preço,Faixa de Idade,Faixa de Renda,Mes,Dia_da_Semana,Nome_Estado
404800,Aplicativo,A,2023-03-23,391.91999999999996,413.43999999999994,Utilidades_Domesticas,MG,10792,57,9912,até 500,50 a 79,4.000 a 9.999,MAR,Quinta-feira,Minas Gerais
447850,Aplicativo,A,2023-01-11,1319.2,1348.4,Esporte_e_Lazer,SP,7498,33,7762,500 a 1.499,20 a 34,4.000 a 9.999,JAN,Quarta-feira,São Paulo
476775,Internet,A,2023-01-02,167.92000000000002,172.696,Eletroportateis,RJ,10716,87,4011,até 500,80 ou mais,4.000 a 9.999,JAN,Segunda-feira,Rio de Janeiro
18695,Internet,B,2023-04-14,79.92,87.50399999999999,Ferramentas,SP,15559,66,4077,até 500,50 a 79,4.000 a 9.999,APR,Sexta-feira,São Paulo
58495,Aplicativo,A,2023-02-11,59.760000000000005,61.34400000000001,Bebes,MG,6669,26,13137,até 500,20 a 34,10.000 a 14.999,FEB,Sábado,Minas Gerais
161415,Internet,B,2023-03-02,87.92,90.24,Acessorios_e_Inovacoes,PR,18650,45,2793,até 500,35 a 49,2.000 a 3.999,MAR,Quinta-feira,Paraná
210065,Aplicativo,A,2023-04-10,43.2,45.6,Produtos_de_Limpeza,PE,16050,45,1966,até 500,35 a 49,até 2000,APR,Segunda-feira,Pernambuco
319830,Mobile,B,2023-03-20,135.2,153.88,Audio,RJ,15214,72,13526,até 500,50 a 79,10.000 a 14.999,MAR,Segunda-feira,Rio de Janeiro
346885,Internet,B,2023-04-23,309.528,316.71999999999997,Eletroportateis,SP,9485,59,4551,até 500,50 a 79,4.000 a 9.999,APR,Domingo,São Paulo
446675,Mobile,A,2023-04-26,135.92000000000002,143.91199999999998,Bebes,SP,18132,25,14170,até 500,20 a 34,10.000 a 14.999,APR,Quarta-feira,São Paulo
489085,Aplicativo,A,2023-03-02,137.28,149.272,Bebes,RJ,11429,64,7727,até 500,50 a 79,4.000 a 9.999,MAR,Quinta-feira,Rio de Janeiro
14920,Mobile,A,2023-01-21,63.2,67.2,Perfumaria,SP,12492,59,1579,até 500,50 a 79,até 2000,JAN,Sábado,São Paulo
74470,Mobile,B,2023-04-13,311.2,351.192,Moveis,MG,26041,83,6861,até 500,80 ou mais,4.000 a 9.999,APR,Quinta-feira,Minas Gerais
102435,Mobile,B,2023-02-24,143.92000000000002,153.44,Malas_e_Mochilas,SP,22918,74,11504,até 500,50 a 79,10.000 a 14.999,FEB,Sexta-feira,São Paulo
114560,Mobile,A,2023-01-18,395.12,403.11199999999997,Eletroportateis,SP,12139,60,9370,até 500,50 a 79,4.000 a 9.999,JAN,Quarta-feira,São Paulo
135125,Mobile,A,2023-01-23,2319.3599999999997,2348.048,Telefones_e_Celulares,MG,22650,26,2051,1.500 a 2.999,20 a 34,2.000 a 3.999,JAN,Segunda-feira,Minas Gerais
422305,Aplicativo,B,2023-04-01,679.2,683.4,Telefones_e_Celulares,MG,3980,33,7816,500 a 1.499,20 a 34,4.000 a 9.999,APR,Sábado,Minas Gerais
458490,Internet,A,2023-01-27,87.92,90.24,Acessorios_e_Inovacoes,SP,6185,57,10487,até 500,50 a 79,10.000 a 14.999,JAN,Sexta-feira,São Paulo
482920,Aplicativo,A,2023-03-13,75.92,79.112,Bebes,SP,461,56,10124,até 500,50 a 79,10.000 a 14.999,MAR,Segunda-feira,São Paulo
40425,Mobile,B,2023-04-21,906.5891285439033,1759.2,Telefones_e_Celulares,MS,9121,27,6892,500 a 1.499,20 a 34,4.000 a 9.999,APR,Sexta-feira,Mato Grosso do Sul
163475,Mobile,A,2023-02-26,151.92000000000002,170.176,Malas_e_Mochilas,RJ,1893,36,3168,até 500,35 a 49,2.000 a 3.999,FEB,Domingo,Rio de Janeiro
214100,Mobile,A,2023-04-30,309.28000000000003,319.424,Games,SP,9492,27,3954,até 500,20 a 34,2.000 a 3.999,APR,Domingo,São Paulo
228590,Internet,A,2023-03-20,87.92,90.24,Acessorios_e_Inovacoes,MG,2463,55,8381,até 500,50 a 79,4.000 a 9.999,MAR,Segunda-feira,Minas Gerais
270645,Mobile,A,2023-01-14,175.92000000000002,179.112,Bebes,RJ,23410,50,11995,até 500,50 a 79,10.000 a 14.999,JAN,Sábado,Rio de Janeiro
274710,Internet,B,2023-04-06,239.92,247.91199999999998,Eletroportateis,PR,21524,49,11817,até 500,35 a 49,10.000 a 14.999,APR,Quinta-feira,Paraná
415915,Mobile,B,2023-04-01,1116.48,1143.104,Moveis,SP,24051,81,5527,500 a 1.499,80 ou mais,4.000 a 9.999,APR,Sábado,São Paulo
455640,Internet,A,2023-03-31,319.2,430.4,Moveis,SP,15711,33,12306,até 500,20 a 34,10.000 a 14.999,MAR,Sexta-feira,São Paulo
137900,Mobile,A,2023-01-13,107.92,113.51199999999999,Bebes,SP,26,47,1521,até 500,35 a 49,até 2000,JAN,Sexta-feira,São Paulo
428115,Mobile,B,2023-02-15,239.2,289.272,Moveis,SP,8876,81,8217,até 500,80 ou mais,4.000 a 9.999,FEB,Quarta-feira,São Paulo
498530,Mobile,B,2023-01-30,455.23999999999995,527.1600000000001,Moveis,SP,7439,30,10231,até 500,20 a 34,10.000 a 14.999,JAN,Segunda-feira,São Paulo
5475,Internet,A,2023-02-13,183.92000000000002,187.91199999999998,Eletroportateis,SP,18210,47,3535,até 500,35 a 49,2.000 a 3.999,FEB,Segunda-feira,São Paulo
112090,Aplicativo,B,2023-02-09,68.32000000000001,77.84,Utilidades_Domesticas,SP,13642,43,5294,até 500,35 a 49,4.000 a 9.999,FEB,Quinta-feira,São Paulo
410365,Mobile,A,2023-02-28,299.91999999999996,307.11199999999997,Eletroportateis,RJ,3128,37,7740,até 500,35 a 49,4.000 a 9.999,FEB,Terça-feira,Rio de Janeiro
471000,Internet,A,2023-01-04,162.95999999999998,172.536,Bebes,MG,19964,58,11138,até 500,50 a 79,10.000 a 14.999,JAN,Quarta-feira,Minas Gerais
88815,Aplicativo,A,2023-02-24,219.2,222.4,Bebes,MG,5517,39,7143,até 500,35 a 49,4.000 a 9.999,FEB,Sexta-feira,Minas Gerais
127835,Aplicativo,B,2023-01-09,79.2,96.176,Esporte_e_Lazer,RJ,12804,19,13402,até 500,até 20,10.000 a 14.999,JAN,Segunda-feira,Rio de Janeiro
134485,Mobile,B,2023-03-06,930.424,954.608,Moveis,ES,6117,53,11499,500 a 1.499,50 a 79,10.000 a 14.999,MAR,Segunda-feira,Espírito Santo
152670,Aplicativo,A,2023-03-24,160.56,162.144,Bebes,RJ,21159,51,8860,até 500,50 a 79,4.000 a 9.999,MAR,Sexta-feira,Rio de Janeiro
399065,Mobile,B,2023-03-07,439.2,443.12,Acessorios_e_Inovacoes,SP,26730,22,4499,até 500,20 a 34,4.000 a 9.999,MAR,Terça-feira,São Paulo
18500,Internet,A,2023-02-03,79.99199999999999,83.98400000000001,Eletroportateis,RJ,16461,79,1727,até 500,50 a 79,até 2000,FEB,Sexta-feira,Rio de Janeiro
59100,Internet,B,2023-01-12,159.92000000000002,175.84,Utilidades_Domesticas,SP,10463,65,5281,até 500,50 a 79,4.000 a 9.999,JAN,Quinta-feira,São Paulo
82355,Internet,A,2023-03-24,75.92,86.312,Eletroportateis,SP,5374,29,7316,até 500,20 a 34,4.000 a 9.999,MAR,Sexta-feira,São Paulo
133955,Internet,B,2023-02-07,992.8799999999999,998.128,Telefones_e_Celulares,RJ,3026,66,2670,500 a 1.499,50 a 79,2.000 a 3.999,FEB,Terça-feira,Rio de Janeiro
282425,Mobile,A,2023-03-14,863.2,903.1200000000001,Eletrodomesticos,SP,10591,58,9228,500 a 1.499,50 a 79,4.000 a 9.999,MAR,Terça-feira,São Paulo
312315,Aplicativo,B,2023-01-31,879.2,887.1200000000001,Eletrodomesticos,MT,5888,52,7897,500 a 1.499,50 a 79,4.000 a 9.999,JAN,Terça-feira,Mato Grosso
315680,Aplicativo,A,2023-03-06,24.72,27.912,Bebes,SP,24917,57,4513,até 500,50 a 79,4.000 a 9.999,MAR,Segunda-feira,São Paulo
357035,Internet,B,2023-03-19,519.2,527.12,Eletrodomesticos,SP,26512,63,2936,500 a 1.499,50 a 79,2.000 a 3.999,MAR,Domingo,São Paulo
389630,Mobile,A,2023-02-26,55.92,63.912,Beleza_e_Saude,PR,12226,80,7445,até 500,80 ou mais,4.000 a 9.999,FEB,Domingo,Paraná
397410,Internet,B,2023-01-11,255.304,279.296,Moveis,RS,3222,52,4962,até 500,50 a 79,4.000 a 9.999,JAN,Quarta-feira,Rio Grande do Sul
4390,Mobile,B,2023-03-13,1503.2,1515.1200000000001,Eletrodomesticos,PB,23383,80,12367,1.500 a 2.999,80 ou mais,10.000 a 14.999,MAR,Segunda-feira,Paraíba
97825,Mobile,B,2023-04-14,55.92,60.120000000000005,Utilidades_Domesticas,MG,17233,30,11662,até 500,20 a 34,10.000 a 14.999,APR,Sexta-feira,Minas Gerais
447205,Internet,A,2023-04-17,87.92,90.24,Acessorios_e_Inovacoes,SC,18323,35,8861,até 500,35 a 49,4.000 a 9.999,APR,Segunda-feira,Santa Catarina
63580,Mobile,B,2023-03-25,167.92000000000002,178.752,Eletroportateis,MG,1365,50,12607,até 500,50 a 79,10.000 a 14.999,MAR,Sábado,Minas Gerais
97045,Aplicativo,B,2023-01-30,223.2,231.192,Moveis,SP,11376,76,5874,até 500,50 a 79,4.000 a 9.999,JAN,Segunda-feira,São Paulo
119730,Mobile,A,2023-01-03,295.91999999999996,307.84000000000003,Ar_e_Ventilacao,RS,14103,64,9343,até 500,50 a 79,4.000 a 9.999,JAN,Terça-feira,Rio Grande do Sul
184545,Aplicativo,A,2023-04-23,107.92,109.51199999999999,Bebes,SP,19485,42,14867,até 500,35 a 49,10.000 a 14.999,APR,Domingo,São Paulo
261865,Internet,A,2023-02-04,136.72,147.112,Eletroportateis,RJ,4857,28,14431,até 500,20 a 34,10.000 a 14.999,FEB,Sábado,Rio de Janeiro
427855,Mobile,B,2023-04-07,143.92000000000002,153.192,Brinquedos,SP,17709,30,10154,até 500,20 a 34,10.000 a 14.999,APR,Sexta-feira,São Paulo
464730,Internet,A,2023-04-21,63.2,70.4,Perfumaria,RJ,16045,41,5179,até 500,35 a 49,4.000 a 9.999,APR,Sexta-feira,Rio de Janeiro
9450,Internet,A,2023-02-09,175.92000000000002,180.712,Telefones_e_Celulares,SP,1919,44,10325,até 500,35 a 49,10.000 a 14.999,FEB,Quinta-feira,São Paulo
33725,Mobile,A,2023-01-18,99.2,110.38399999999999,Bebes,PR,17980,51,6548,até 500,50 a 79,4.000 a 9.999,JAN,Quarta-feira,Paraná
60720,Mobile,B,2023-01-17,631.2,671.12,Eletrodomesticos,SP,9908,32,7591,500 a 1.499,20 a 34,4.000 a 9.999,JAN,Terça-feira,São Paulo
93765,Mobile,A,2023-04-21,107.92,109.51199999999999,Bebes,RJ,5147,21,12025,até 500,20 a 34,10.000 a 14.999,APR,Sexta-feira,Rio de Janeiro
140545,Internet,B,2023-02-18,1443.24,1562.44,Moveis,RJ,2508,58,8785,500 a 1.499,50 a 79,4.000 a 9.999,FEB,Sábado,Rio de Janeiro
150175,Mobile,A,2023-04-15,15.12,17.512,Bebes,RJ,5724,69,2815,até 500,50 a 79,2.000 a 3.999,APR,Sábado,Rio de Janeiro
421720,Internet,B,2023-03-13,359.91999999999996,375.912,Eletroportateis,ES,13006,32,8229,até 500,20 a 34,4.000 a 9.999,MAR,Segunda-feira,Espírito Santo
433430,Mobile,B,2023-04-16,121.52000000000001,127.032,Beleza_e_Saude,RJ,26124,50,10761,até 500,50 a 79,10.000 a 14.999,APR,Domingo,Rio de Janeiro
466845,Internet,B,2023-04-22,1759.2,1767.1200000000001,Eletrodomesticos,MG,11325,35,13126,1.500 a 2.999,35 a 49,10.000 a 14.999,APR,Sábado,Minas Gerais
477510,Aplicativo,A,2023-03-30,143.76,153.33599999999998,Bebes,SP,22056,61,6294,até 500,50 a 79,4.000 a 9.999,MAR,Quinta-feira,São Paulo
67820,Internet,B,2023-04-11,133.68800000000002,140.0,Beleza_e_Saude,MG,2269,75,13451,até 500,50 a 79,10.000 a 14.999,APR,Terça-feira,Minas Gerais
72120,Internet,B,2023-01-31,243.11999999999998,251.112,Bebes,PR,11691,57,11222,até 500,50 a 79,10.000 a 14.999,JAN,Terça-feira,Paraná
168045,Aplicativo,B,2023-04-19,639.2,647.12,Eletrodomesticos,SP,14018,21,5396,500 a 1.499,20 a 34,4.000 a 9.999,APR,Quarta-feira,São Paulo
247690,Mobile,B,2023-03-11,391.2,407.12,Eletrodomesticos,RJ,10944,48,7438,até 500,35 a 49,4.000 a 9.999,MAR,Sábado,Rio de Janeiro
300015,Internet,A,2023-02-27,32.928,35.608,Perfumaria,RJ,366,86,1970,até 500,80 ou mais,até 2000,FEB,Segunda-feira,Rio de Janeiro
424760,Aplicativo,A,2023-03-18,100.24,101.83200000000001,Bebes,PE,25577,26,3386,até 500,20 a 34,2.000 a 3.999,MAR,Sábado,Pernambuco
453225,Internet,A,2023-01-06,281.12,297.04,Ar_e_Ventilacao,RJ,18193,55,11626,até 500,50 a 79,10.000 a 14.999,JAN,Sexta-feira,Rio de Janeiro
4315,Internet,A,2023-02-06,131.2,132.8,Bebes,SC,8968,58,9252,até 500,50 a 79,4.000 a 9.999,FEB,Segunda-feira,Santa Catarina
68490,Mobile,B,2023-03-10,83.6,88.224,Eletroportateis,MG,19869,71,7117,até 500,50 a 79,4.000 a 9.999,MAR,Sexta-feira,Minas Gerais
90330,Aplicativo,B,2023-03-23,237.52800000000002,250.248,Malas_e_Mochilas,RJ,14386,33,6062,até 500,20 a 34,4.000 a 9.999,MAR,Quinta-feira,Rio de Janeiro
266845,Internet,A,2023-04-22,87.92,90.24,Acessorios_e_Inovacoes,RS,24010,78,5230,até 500,50 a 79,4.000 a 9.999,APR,Sábado,Rio Grande do Sul
404285,Aplicativo,B,2023-03-01,639.2,647.12,Eletrodomesticos,RJ,24735,21,13696,500 a 1.499,20 a 34,10.000 a 14.999,MAR,Quarta-feira,Rio de Janeiro
496810,Internet,B,2023-01-18,101.52000000000001,123.376,Brinquedos,RJ,14764,36,4261,até 500,35 a 49,4.000 a 9.999,JAN,Quarta-feira,Rio de Janeiro
7760,Internet,A,2023-04-10,100.728,108.72,Eletroportateis,RJ,17275,23,2805,até 500,20 a 34,2.000 a 3.999,APR,Segunda-feira,Rio de Janeiro
28685,Aplicativo,B,2023-03-03,39.92,45.432,Beleza_e_Saude,RJ,17370,83,14286,até 500,80 ou mais,10.000 a 14.999,MAR,Sexta-feira,Rio de Janeiro
38815,Mobile,B,2023-03-12,631.2,639.12,Eletrodomesticos,RJ,1438,70,13908,500 a 1.499,50 a 79,10.000 a 14.999,MAR,Domingo,Rio de Janeiro
80445,Mobile,B,2023-02-10,1503.2,1515.1200000000001,Eletrodomesticos,SP,21404,72,14898,1.500 a 2.999,50 a 79,10.000 a 14.999,FEB,Sexta-feira,São Paulo
17990,Internet,A,2023-04-01,93.6,95.184,Bebes,SP,16534,85,14882,até 500,80 ou mais,10.000 a 14.999,APR,Sábado,São Paulo
180530,Internet,A,2023-01-28,471.2,479.12,Eletrodomesticos,SP,25849,29,4130,até 500,20 a 34,4.000 a 9.999,JAN,Sábado,São Paulo
247360,Internet,B,2023-01-29,1743.2,1775.1200000000001,Esporte_e_Lazer,PR,10955,43,12685,1.500 a 2.999,35 a 49,10.000 a 14.999,JAN,Domingo,Paraná
310475,Aplicativo,B,2023-02-06,1822.056,1861.9759999999999,Eletrodomesticos,PR,20337,80,10539,1.500 a 2.999,80 ou mais,10.000 a 14.999,FEB,Segunda-feira,Paraná
416065,Mobile,B,2023-02-15,1044.16,1063.6399999999999,TVs_e_Acessorios,RJ,17463,40,9785,500 a 1.499,35 a 49,4.000 a 9.999,FEB,Quarta-feira,Rio de Janeiro
489320,Mobile,B,2023-03-16,319.2,351.192,Moveis,DF,3057,40,14835,até 500,35 a 49,10.000 a 14.999,MAR,Quinta-feira,Distrito Federal
107530,Aplicativo,B,2023-01-30,1503.2,1515.1200000000001,Eletrodomesticos,SP,12818,79,13337,1.500 a 2.999,50 a 79,10.000 a 14.999,JAN,Segunda-feira,São Paulo
397650,Mobile,B,2023-01-04,89.944,99.0,Beleza_e_Saude,SP,19078,18,11277,até 500,até 20,10.000 a 14.999,JAN,Quarta-feira,São Paulo
435895,Internet,A,2023-01-16,391.91999999999996,403.04,Utilidades_Domesticas,CE,7577,48,4348,até 500,35 a 49,4.000 a 9.999,JAN,Segunda-feira,Ceará
166000,Mobile,B,2023-02-02,399.2,415.12,Moveis,GO,10366,46,4461,até 500,35 a 49,4.000 a 9.999,FEB,Quinta-feira,Goiás
204775,Aplicativo,B,2023-04-10,191.92000000000002,202.24,Utilidades_Domesticas,MG,5572,55,8803,até 500,50 a 79,4.000 a 9.999,APR,Segunda-feira,Minas Gerais
272220,Internet,A,2023-02-09,59.992,67.98400000000001,Eletroportateis,SP,1686,25,11604,até 500,20 a 34,10.000 a 14.999,FEB,Quinta-feira,São Paulo
364645,Aplicativo,B,2023-04-10,3049.656,3061.576,Eletrodomesticos,MA,8105,47,12083,3.000 a 4.999,35 a 49,10.000 a 14.999,APR,Segunda-feira,Maranhão
485740,Aplicativo,B,2023-01-28,1199.2,1207.1200000000001,Eletrodomesticos,SP,10093,47,9347,500 a 1.499,35 a 49,4.000 a 9.999,JAN,Sábado,São Paulo
14400,Aplicativo,B,2023-03-21,104.08800000000001,112.08,Eletroportateis,SP,27806,55,14644,até 500,50 a 79,10.000 a 14.999,MAR,Terça-feira,São Paulo
49895,Mobile,A,2023-04-27,111.2,115.12,Acessorios_e_Inovacoes,SP,21054,56,8624,até 500,50 a 79,4.000 a 9.999,APR,Quinta-feira,São Paulo
55690,Internet,A,2023-03-06,47.92,51.839999999999996,Acessorios_e_Inovacoes,SP,21233,70,14123,até 500,50 a 79,10.000 a 14.999,MAR,Segunda-feira,São Paulo
84420,Mobile,B,2023-01-04,179.92000000000002,188.728,Audio,SP,16310,27,7909,até 500,20 a 34,4.000 a 9.999,JAN,Quarta-feira,São Paulo
85330,Aplicativo,B,2023-02-24,199.2,247.192,Moveis,SP,21238,50,2405,até 500,50 a 79,2.000 a 3.999,FEB,Sexta-feira,São Paulo
19365,Mobile,B,2023-03-13,123.92,146.48,Ferramentas,DF,2826,73,12045,até 500,50 a 79,10.000 a 14.999,MAR,Segunda-feira,Distrito Federal
53290,Aplicativo,A,2023-01-29,99.2,100.8,Bebes,BA,22099,45,2717,até 500,35 a 49,2.000 a 3.999,JAN,Domingo,Bahia
57350,Internet,A,2023-04-28,127.92,131.112,Bebes,SP,14897,73,6223,até 500,50 a 79,4.000 a 9.999,APR,Sexta-feira,São Paulo
115490,Internet,A,2023-03-26,1111.2,1119.1200000000001,Eletrodomesticos,RJ,4777,54,11550,500 a 1.499,50 a 79,10.000 a 14.999,MAR,Domingo,Rio de Janeiro
218375,Internet,B,2023-02-26,71.92,79.84,Ar_e_Ventilacao,RJ,19008,69,11620,até 500,50 a 79,10.000 a 14.999,FEB,Domingo,Rio de Janeiro
231705,Aplicativo,A,2023-01-04,83.92,85.512,Bebes,SP,16323,20,8560,até 500,20 a 34,4.000 a 9.999,JAN,Quarta-feira,São Paulo
467265,Aplicativo,A,2023-02-20,99.2,100.8,Bebes,RJ,6149,23,9385,até 500,20 a 34,4.000 a 9.999,FEB,Segunda-feira,Rio de Janeiro
27905,Internet,B,2023-01-10,71.216,86.424,"Cama,_Mesa_e_Banho",RJ,5594,55,10908,até 500,50 a 79,10.000 a 14.999,JAN,Terça-feira,Rio de Janeiro
60495,Internet,B,2023-01-15,215.92,227.304,Games,SP,24075,49,12244,até 500,35 a 49,10.000 a 14.999,JAN,Domingo,São Paulo
76535,Internet,A,2023-02-05,439.2,462.86400000000003,Brinquedos,MG,14507,22,4339,até 500,20 a 34,4.000 a 9.999,FEB,Domingo,Minas Gerais
426455,Internet,A,2023-04-27,127.92,129.512,Bebes,RJ,15896,22,5838,até 500,20 a 34,4.000 a 9.999,APR,Quinta-feira,Rio de Janeiro
432655,Internet,A,2023-02-19,1503.2,1543.1200000000001,Eletrodomesticos,SP,19321,73,4890,1.500 a 2.999,50 a 79,4.000 a 9.999,FEB,Domingo,São Paulo
453175,Internet,A,2023-02-24,183.92000000000002,194.24,Utilidades_Domesticas,RJ,26127,66,8560,até 500,50 a 79,4.000 a 9.999,FEB,Sexta-feira,Rio de Janeiro
453700,Internet,B,2023-02-26,71.92,77.6,Ferramentas,MG,19725,48,12494,até 500,35 a 49,10.000 a 14.999,FEB,Domingo,Minas Gerais
499500,Mobile,A,2023-03-05,75.92,77.512,Bebes,RJ,19903,83,7218,até 500,80 ou mais,4.000 a 9.999,MAR,Domingo,Rio de Janeiro
87265,Internet,B,2023-02-05,39.92,49.44,Utilidades_Domesticas,SC,1029,40,8536,até 500,35 a 49,4.000 a 9.999,FEB,Domingo,Santa Catarina
173190,Mobile,B,2023-03-30,263.91999999999996,274.24,Utilidades_Domesticas,SP,9877,23,9569,até 500,20 a 34,4.000 a 9.999,MAR,Quinta-feira,São Paulo
237320,Aplicativo,B,2023-03-19,351.2,359.12,Eletrodomesticos,ES,25580,53,13876,até 500,50 a 79,10.000 a 14.999,MAR,Domingo,Espírito Santo
272275,Internet,A,2023-03-19,111.2,115.12,Acessorios_e_Inovacoes,MG,21764,18,8233,até 500,até 20,4.000 a 9.999,MAR,Domingo,Minas Gerais
456130,Mobile,B,2023-01-12,1159.2,1167.1200000000001,Eletrodomesticos,MG,21257,45,8894,500 a 1.499,35 a 49,4.000 a 9.999,JAN,Quinta-feira,Minas Gerais
471590,Internet,A,2023-04-08,431.2,439.12,Eletrodomesticos,SP,19132,76,9566,até 500,50 a 79,4.000 a 9.999,APR,Sábado,São Paulo
480510,Mobile,A,2023-01-17,239.92,258.4,Malas_e_Mochilas,MG,9991,81,3382,até 500,80 ou mais,2.000 a 3.999,JAN,Terça-feira,Minas Gerais
10630,Mobile,B,2023-03-03,167.2,175.432,Acessorios_e_Inovacoes,RN,4577,34,11120,até 500,20 a 34,10.000 a 14.999,MAR,Sexta-feira,Rio Grande do Norte
53775,Aplicativo,B,2023-04-16,151.92000000000002,161.472,Malas_e_Mochilas,RJ,10573,44,9093,até 500,35 a 49,4.000 a 9.999,APR,Domingo,Rio de Janeiro
75895,Mobile,A,2023-03-21,137.28,138.88,Bebes,SP,7830,35,1665,até 500,35 a 49,até 2000,MAR,Terça-feira,São Paulo
414225,Internet,A,2023-03-25,269.928,277.91999999999996,Eletroportateis,ES,12839,32,11537,até 500,20 a 34,10.000 a 14.999,MAR,Sábado,Espírito Santo
427760,Mobile,A,2023-03-22,105.52000000000001,107.112,Bebes,SP,17849,42,14120,até 500,35 a 49,10.000 a 14.999,MAR,Quarta-feira,São Paulo
458580,Aplicativo,A,2023-03-08,163.92000000000002,173.512,Bebes,RJ,25471,89,9116,até 500,80 ou mais,4.000 a 9.999,MAR,Quarta-feira,Rio de Janeiro
38300,Internet,A,2023-04-28,122.32000000000001,123.91199999999999,Bebes,RJ,11628,86,3241,até 500,80 ou mais,2.000 a 3.999,APR,Sexta-feira,Rio de Janeiro
357400,Aplicativo,B,2023-03-27,439.2,447.12,Eletrodomesticos,SP,16253,73,11910,até 500,50 a 79,10.000 a 14.999,MAR,Segunda-feira,São Paulo
433780,Mobile,A,2023-04-13,87.92,89.512,Bebes,SP,8448,88,12249,até 500,80 ou mais,10.000 a 14.999,APR,Quinta-feira,São Paulo
47125,Internet,B,2023-01-09,151.92000000000002,159.112,Eletroportateis,CE,18209,57,11370,até 500,50 a 79,10.000 a 14.999,JAN,Segunda-feira,Ceará
51395,Aplicativo,B,2023-03-21,167.92000000000002,191.84,Malas_e_Mochilas,GO,9604,45,6761,até 500,35 a 49,4.000 a 9.999,MAR,Terça-feira,Goiás
71715,Internet,A,2023-02-21,559.2,620.056,Moveis,RJ,6798,58,8854,500 a 1.499,50 a 79,4.000 a 9.999,FEB,Terça-feira,Rio de Janeiro
76045,Mobile,A,2023-04-04,95.92,103.91199999999999,Eletroportateis,PE,4119,44,8935,até 500,35 a 49,4.000 a 9.999,APR,Terça-feira,Pernambuco
160275,Internet,B,2023-01-31,136.72,147.84,Utilidades_Domesticas,RJ,6192,55,8065,até 500,50 a 79,4.000 a 9.999,JAN,Terça-feira,Rio de Janeiro
394605,Mobile,A,2023-03-21,75.92,83.84,Ar_e_Ventilacao,SP,20897,59,12051,até 500,50 a 79,10.000 a 14.999,MAR,Terça-feira,São Paulo
39340,Mobile,A,2023-03-30,103.92,111.04,Bebes,SP,21159,51,8860,até 500,50 a 79,4.000 a 9.999,MAR,Quinta-feira,São Paulo
173975,Aplicativo,A,2023-03-22,479.2,551.12,Moveis,RJ,22998,48,7831,até 500,35 a 49,4.000 a 9.999,MAR,Quarta-feira,Rio de Janeiro
182650,Internet,A,2023-04-17,1046.824,1070.7440000000001,Moveis,SP,19906,55,6826,500 a 1.499,50 a 79,4.000 a 9.999,APR,Segunda-feira,São Paulo
249230,Mobile,A,2023-01-04,160.56,162.144,Bebes,ES,27777,76,9957,até 500,50 a 79,4.000 a 9.999,JAN,Quarta-feira,Espírito Santo
302920,Aplicativo,B,2023-04-26,1439.2,1447.1200000000001,Eletrodomesticos,PR,7085,59,12952,500 a 1.499,50 a 79,10.000 a 14.999,APR,Quarta-feira,Paraná
338555,Mobile,A,2023-04-15,417.28000000000003,447.584,Moveis,SP,11456,60,7068,até 500,50 a 79,4.000 a 9.999,APR,Sábado,São Paulo
412650,Internet,A,2023-03-08,79.92,81.512,Bebes,SP,27878,29,3642,até 500,20 a 34,2.000 a 3.999,MAR,Quarta-feira,São Paulo
430650,Internet,B,2023-03-12,1503.2,1515.1200000000001,Eletrodomesticos,PE,21208,44,8379,1.500 a 2.999,35 a 49,4.000 a 9.999,MAR,Domingo,Pernambuco
67475,Aplicativo,B,2023-01-08,1743.2,1775.1200000000001,Esporte_e_Lazer,DF,15494,48,8989,1.500 a 2.999,35 a 49,4.000 a 9.999,JAN,Domingo,Distrito Federal
411215,Mobile,A,2023-02-24,75.92,83.112,Bebes,SP,27555,34,11632,até 500,20 a 34,10.000 a 14.999,FEB,Sexta-feira,São Paulo
418425,Mobile,B,2023-04-22,1115.2559999999999,1120.376,Telefones_e_Celulares,RS,8550,23,10142,500 a 1.499,20 a 34,10.000 a 14.999,APR,Sábado,Rio Grande do Sul
432610,Mobile,A,2023-02-23,1223.2,1263.1200000000001,Eletrodomesticos,PB,11355,20,12425,500 a 1.499,20 a 34,10.000 a 14.999,FEB,Quinta-feira,Paraíba
113475,Internet,B,2023-03-27,71.92,81.44,Utilidades_Domesticas,MG,17510,53,14446,até 500,50 a 79,10.000 a 14.999,MAR,Segunda-feira,Minas Gerais
138855,Internet,B,2023-03-22,759.2,767.12,Eletrodomesticos,GO,12602,66,1832,500 a 1.499,50 a 79,até 2000,MAR,Quarta-feira,Goiás
256500,Aplicativo,B,2023-04-09,1759.2,1767.1200000000001,Eletrodomesticos,SP,7724,89,8565,1.500 a 2.999,80 ou mais,4.000 a 9.999,APR,Domingo,São Paulo
424310,Aplicativo,B,2023-04-05,2439.2,2559.12,Eletrodomesticos,BA,22170,55,10872,1.500 a 2.999,50 a 79,10.000 a 14.999,APR,Quarta-feira,Bahia
68865,Internet,A,2023-03-10,519.2,535.12,Eletrodomesticos,RJ,2885,69,14425,500 a 1.499,50 a 79,10.000 a 14.999,MAR,Sexta-feira,Rio de Janeiro
69375,Internet,A,2023-03-01,107.92,111.112,Bebes,SP,18264,18,11157,até 500,até 20,10.000 a 14.999,MAR,Quarta-feira,São Paulo
